algorytm,reprezentacja,rozmiar,gestosc,powtorzenie,czas(ms),koszt
BellmanFord,List,600,0.99,38,527.166,2240
Prim,Matrix,600,0.99,39,246.644,601
Prim,List,600,0.99,39,21.241,600
Kruskal,Matrix,600,0.99,39,13.381,601
Kruskal,List,600,0.99,39,23.813,600
Dijkstra,Matrix,600,0.99,39,428.623,2109
Dijkstra,List,600,0.99,39,20.966,2208
BellmanFord,Matrix,600,0.99,39,516.068,2109
BellmanFord,List,600,0.99,39,518.605,2208
Prim,Matrix,600,0.99,40,272.363,600
Prim,List,600,0.99,40,25.23,600
Kruskal,Matrix,600,0.99,40,13.034,600
Kruskal,List,600,0.99,40,26.317,600
Dijkstra,Matrix,600,0.99,40,428.71,2006
Dijkstra,List,600,0.99,40,28.178,2134
BellmanFord,Matrix,600,0.99,40,505.999,2006
BellmanFord,List,600,0.99,40,522.498,2134
Prim,Matrix,600,0.99,41,270.676,600
Prim,List,600,0.99,41,26.416,605
Kruskal,Matrix,600,0.99,41,13.601,600
Kruskal,List,600,0.99,41,27.84,605
Dijkstra,Matrix,600,0.99,41,443.791,2166
Dijkstra,List,600,0.99,41,20.074,2037
BellmanFord,Matrix,600,0.99,41,512.661,2166
BellmanFord,List,600,0.99,41,533.186,2037
Prim,Matrix,600,0.99,42,249.343,601
Prim,List,600,0.99,42,20.683,600
Kruskal,Matrix,600,0.99,42,13.461,601
Kruskal,List,600,0.99,42,22.12,600
Dijkstra,Matrix,600,0.99,42,433,2084
Dijkstra,List,600,0.99,42,22.751,2021
BellmanFord,Matrix,600,0.99,42,525.188,2084
BellmanFord,List,600,0.99,42,522.246,2021
Prim,Matrix,600,0.99,43,278.562,601
Prim,List,600,0.99,43,29.344,600
Kruskal,Matrix,600,0.99,43,13.377,601
Kruskal,List,600,0.99,43,26.541,600
Dijkstra,Matrix,600,0.99,43,428.601,2098
Dijkstra,List,600,0.99,43,24.678,2129
BellmanFord,Matrix,600,0.99,43,509.895,2098
BellmanFord,List,600,0.99,43,543.858,2129
Prim,Matrix,600,0.99,44,250.689,601
Prim,List,600,0.99,44,20.888,599
Kruskal,Matrix,600,0.99,44,13.454,601
Kruskal,List,600,0.99,44,22.41,599
Dijkstra,Matrix,600,0.99,44,446.651,2025
Dijkstra,List,600,0.99,44,19.878,2053
BellmanFord,Matrix,600,0.99,44,512.406,2025
BellmanFord,List,600,0.99,44,525.408,2053
Prim,Matrix,600,0.99,45,277.796,600
Prim,List,600,0.99,45,20.519,599
Kruskal,Matrix,600,0.99,45,17.36,600
Kruskal,List,600,0.99,45,23.465,599
Dijkstra,Matrix,600,0.99,45,433.941,2129
Dijkstra,List,600,0.99,45,22.635,2477
BellmanFord,Matrix,600,0.99,45,530.694,2129
BellmanFord,List,600,0.99,45,521.96,2477
Prim,Matrix,600,0.99,46,270.482,600
Prim,List,600,0.99,46,21.781,601
Kruskal,Matrix,600,0.99,46,13.401,600
Kruskal,List,600,0.99,46,22.168,601
Dijkstra,Matrix,600,0.99,46,440.031,2219
Dijkstra,List,600,0.99,46,20.24,2132
BellmanFord,Matrix,600,0.99,46,515.373,2219
BellmanFord,List,600,0.99,46,532.883,2132
Prim,Matrix,600,0.99,47,248.223,600
Prim,List,600,0.99,47,21.349,602
Kruskal,Matrix,600,0.99,47,13.562,600
Kruskal,List,600,0.99,47,28.714,602
Dijkstra,Matrix,600,0.99,47,444.324,2262
Dijkstra,List,600,0.99,47,22.43,2063
BellmanFord,Matrix,600,0.99,47,521.132,2262
BellmanFord,List,600,0.99,47,532.974,2063
Prim,Matrix,600,0.99,48,261.27,601
Prim,List,600,0.99,48,28.027,601
Kruskal,Matrix,600,0.99,48,13.197,601
Kruskal,List,600,0.99,48,28.279,601
Dijkstra,Matrix,600,0.99,48,429.438,2304
Dijkstra,List,600,0.99,48,19.493,2185
BellmanFord,Matrix,600,0.99,48,507.243,2304
BellmanFord,List,600,0.99,48,541.943,2185
Prim,Matrix,600,0.99,49,250.755,600
Prim,List,600,0.99,49,31.217,599
Kruskal,Matrix,600,0.99,49,13.445,600
Kruskal,List,600,0.99,49,28.964,599
Dijkstra,Matrix,600,0.99,49,445.625,2015
Dijkstra,List,600,0.99,49,21.934,2291
BellmanFord,Matrix,600,0.99,49,512.437,2015
BellmanFord,List,600,0.99,49,532.281,2291
Prim,Matrix,800,0.25,0,150.238,2328
Prim,List,800,0.25,0,8.986,2524
Kruskal,Matrix,800,0.25,0,5.486,2328
Kruskal,List,800,0.25,0,8.308,2524
Dijkstra,Matrix,800,0.25,0,261.293,4333452
Dijkstra,List,800,0.25,0,9.8,2639777
BellmanFord,Matrix,800,0.25,0,294.843,4333452
BellmanFord,List,800,0.25,0,307.284,2639777
Prim,Matrix,800,0.25,1,150.947,2479
Prim,List,800,0.25,1,8.951,2247
Kruskal,Matrix,800,0.25,1,5.384,2479
Kruskal,List,800,0.25,1,8.235,2247
Dijkstra,Matrix,800,0.25,1,256.556,3603837
Dijkstra,List,800,0.25,1,9.116,944775
BellmanFord,Matrix,800,0.25,1,299.598,3603837
BellmanFord,List,800,0.25,1,316.826,944775
Prim,Matrix,800,0.25,2,163.031,2304
Prim,List,800,0.25,2,9.497,2503
Kruskal,Matrix,800,0.25,2,5.685,2304
Kruskal,List,800,0.25,2,11.978,2503
Dijkstra,Matrix,800,0.25,2,266.342,3268258
Dijkstra,List,800,0.25,2,16.448,6491819
BellmanFord,Matrix,800,0.25,2,322.763,3268258
BellmanFord,List,800,0.25,2,289.784,6491819
Prim,Matrix,800,0.25,3,157.068,2560
Prim,List,800,0.25,3,9.029,2568
Kruskal,Matrix,800,0.25,3,5.401,2560
Kruskal,List,800,0.25,3,8.242,2568
Dijkstra,Matrix,800,0.25,3,256.111,2176539
Dijkstra,List,800,0.25,3,10.107,2208219
BellmanFord,Matrix,800,0.25,3,306.394,2176539
BellmanFord,List,800,0.25,3,322.821,2208219
Prim,Matrix,800,0.25,4,155.864,2187
Prim,List,800,0.25,4,9.821,2559
Kruskal,Matrix,800,0.25,4,5.559,2187
Kruskal,List,800,0.25,4,8.994,2559
Dijkstra,Matrix,800,0.25,4,255.048,2892861
Dijkstra,List,800,0.25,4,8.291,3159342
BellmanFord,Matrix,800,0.25,4,294.038,2892861
BellmanFord,List,800,0.25,4,305.05,3159342
Prim,Matrix,800,0.25,5,149.432,2252
Prim,List,800,0.25,5,8.853,2431
Kruskal,Matrix,800,0.25,5,5.888,2252
Kruskal,List,800,0.25,5,8.23,2431
Dijkstra,Matrix,800,0.25,5,254.881,83450
Dijkstra,List,800,0.25,5,7.768,15380
BellmanFord,Matrix,800,0.25,5,313.972,83450
BellmanFord,List,800,0.25,5,314.101,15380
Prim,Matrix,800,0.25,6,154.103,2937
Prim,List,800,0.25,6,9.946,2324
Kruskal,Matrix,800,0.25,6,6.032,2937
Kruskal,List,800,0.25,6,9.297,2324
Dijkstra,Matrix,800,0.25,6,258.933,120415
Dijkstra,List,800,0.25,6,8.682,25086
BellmanFord,Matrix,800,0.25,6,317.546,120415
BellmanFord,List,800,0.25,6,325.378,25086
Prim,Matrix,800,0.25,7,162.918,2530
Prim,List,800,0.25,7,12.074,2593
Kruskal,Matrix,800,0.25,7,8.22,2530
Kruskal,List,800,0.25,7,16.614,2593
Dijkstra,Matrix,800,0.25,7,262.244,1002917
Dijkstra,List,800,0.25,7,8.988,2514217
BellmanFord,Matrix,800,0.25,7,313.237,1002917
BellmanFord,List,800,0.25,7,305.597,2514217
Prim,Matrix,800,0.25,8,161.983,2510
Prim,List,800,0.25,8,12.559,2823
Kruskal,Matrix,800,0.25,8,6.001,2510
Kruskal,List,800,0.25,8,19.572,2823
Dijkstra,Matrix,800,0.25,8,266.812,2016594
Dijkstra,List,800,0.25,8,10.868,2449195
BellmanFord,Matrix,800,0.25,8,305.957,2016594
BellmanFord,List,800,0.25,8,313.305,2449195
Prim,Matrix,800,0.25,9,158.223,2874
Prim,List,800,0.25,9,12.181,2386
Kruskal,Matrix,800,0.25,9,5.425,2874
Kruskal,List,800,0.25,9,10.51,2386
Dijkstra,Matrix,800,0.25,9,260.256,4367
Dijkstra,List,800,0.25,9,9.57,34516
BellmanFord,Matrix,800,0.25,9,310.779,4367
BellmanFord,List,800,0.25,9,310.065,34516
Prim,Matrix,800,0.25,10,151.875,2378
Prim,List,800,0.25,10,13.061,2343
Kruskal,Matrix,800,0.25,10,5.665,2378
Kruskal,List,800,0.25,10,11.183,2343
Dijkstra,Matrix,800,0.25,10,266.993,2243584
Dijkstra,List,800,0.25,10,10.701,4320198
BellmanFord,Matrix,800,0.25,10,310.01,2243584
BellmanFord,List,800,0.25,10,303.116,4320198
Prim,Matrix,800,0.25,11,154.054,2663
Prim,List,800,0.25,11,12.547,2756
Kruskal,Matrix,800,0.25,11,5.663,2663
Kruskal,List,800,0.25,11,9.863,2756
Dijkstra,Matrix,800,0.25,11,257.674,3535
Dijkstra,List,800,0.25,11,9.979,5985
BellmanFord,Matrix,800,0.25,11,310.484,3535
BellmanFord,List,800,0.25,11,324.365,5985
Prim,Matrix,800,0.25,12,155.364,2691
Prim,List,800,0.25,12,11.121,2883
Kruskal,Matrix,800,0.25,12,5.821,2691
Kruskal,List,800,0.25,12,10.582,2883
Dijkstra,Matrix,800,0.25,12,291.093,4176
Dijkstra,List,800,0.25,12,10.523,7106
BellmanFord,Matrix,800,0.25,12,319.022,4176
BellmanFord,List,800,0.25,12,332.127,7106
Prim,Matrix,800,0.25,13,158.729,2569
Prim,List,800,0.25,13,12.021,2661
Kruskal,Matrix,800,0.25,13,6.027,2569
Kruskal,List,800,0.25,13,15.529,2661
Dijkstra,Matrix,800,0.25,13,269.892,78478
Dijkstra,List,800,0.25,13,8.806,81479
BellmanFord,Matrix,800,0.25,13,315.195,78478
BellmanFord,List,800,0.25,13,316.417,81479
Prim,Matrix,800,0.25,14,150.087,2638
Prim,List,800,0.25,14,12.306,2820
Kruskal,Matrix,800,0.25,14,5.265,2638
Kruskal,List,800,0.25,14,9.705,2820
Dijkstra,Matrix,800,0.25,14,258.203,6453190
Dijkstra,List,800,0.25,14,12.421,6517406
BellmanFord,Matrix,800,0.25,14,296.634,6453190
BellmanFord,List,800,0.25,14,310.05,6517406
Prim,Matrix,800,0.25,15,151.306,2488
Prim,List,800,0.25,15,11.05,2595
Kruskal,Matrix,800,0.25,15,5.555,2488
Kruskal,List,800,0.25,15,9.724,2595
Dijkstra,Matrix,800,0.25,15,258.987,203121
Dijkstra,List,800,0.25,15,9.349,219932
BellmanFord,Matrix,800,0.25,15,307.672,203121
BellmanFord,List,800,0.25,15,318.725,219932
Prim,Matrix,800,0.25,16,148.121,2751
Prim,List,800,0.25,16,13.479,2468
Kruskal,Matrix,800,0.25,16,5.616,2751
Kruskal,List,800,0.25,16,10.228,2468
Dijkstra,Matrix,800,0.25,16,256.692,6451267
Dijkstra,List,800,0.25,16,10.742,7219655
BellmanFord,Matrix,800,0.25,16,289.208,6451267
BellmanFord,List,800,0.25,16,320.468,7219655
Prim,Matrix,800,0.25,17,158.615,2551
Prim,List,800,0.25,17,13.151,2624
Kruskal,Matrix,800,0.25,17,5.893,2551
Kruskal,List,800,0.25,17,11.782,2624
Dijkstra,Matrix,800,0.25,17,256.956,5227
Dijkstra,List,800,0.25,17,9.987,5124
BellmanFord,Matrix,800,0.25,17,305.223,5227
BellmanFord,List,800,0.25,17,309.697,5124
Prim,Matrix,800,0.25,18,149.9,2258
Prim,List,800,0.25,18,12.993,2270
Kruskal,Matrix,800,0.25,18,5.505,2258
Kruskal,List,800,0.25,18,15.034,2270
Dijkstra,Matrix,800,0.25,18,274.941,1039760
Dijkstra,List,800,0.25,18,10.933,424160
BellmanFord,Matrix,800,0.25,18,312.841,1039760
BellmanFord,List,800,0.25,18,314.298,424160
Prim,Matrix,800,0.25,19,151.794,2834
Prim,List,800,0.25,19,12.111,2548
Kruskal,Matrix,800,0.25,19,5.378,2834
Kruskal,List,800,0.25,19,9.738,2548
Dijkstra,Matrix,800,0.25,19,264.079,107376
Dijkstra,List,800,0.25,19,8.927,50113
BellmanFord,Matrix,800,0.25,19,305.818,107376
BellmanFord,List,800,0.25,19,329.719,50113
Prim,Matrix,800,0.25,20,158.028,2561
Prim,List,800,0.25,20,12.518,2590
Kruskal,Matrix,800,0.25,20,5.712,2561
Kruskal,List,800,0.25,20,15.489,2590
Dijkstra,Matrix,800,0.25,20,256.853,4506151
Dijkstra,List,800,0.25,20,9.571,2221800
BellmanFord,Matrix,800,0.25,20,292.466,4506151
BellmanFord,List,800,0.25,20,306.664,2221800
Prim,Matrix,800,0.25,21,149.951,2580
Prim,List,800,0.25,21,10.213,2698
Kruskal,Matrix,800,0.25,21,5.398,2580
Kruskal,List,800,0.25,21,14.663,2698
Dijkstra,Matrix,800,0.25,21,258.297,53998
Dijkstra,List,800,0.25,21,9.902,37896
BellmanFord,Matrix,800,0.25,21,316.734,53998
BellmanFord,List,800,0.25,21,319.428,37896
Prim,Matrix,800,0.25,22,153.654,2514
Prim,List,800,0.25,22,18.212,2548
Kruskal,Matrix,800,0.25,22,5.69,2514
Kruskal,List,800,0.25,22,11.523,2548
Dijkstra,Matrix,800,0.25,22,257.777,32914
Dijkstra,List,800,0.25,22,9.437,21607
BellmanFord,Matrix,800,0.25,22,311.22,32914
BellmanFord,List,800,0.25,22,321.254,21607
Prim,Matrix,800,0.25,23,162.327,2493
Prim,List,800,0.25,23,10.709,2913
Kruskal,Matrix,800,0.25,23,6.188,2493
Kruskal,List,800,0.25,23,18.634,2913
Dijkstra,Matrix,800,0.25,23,275.739,166881
Dijkstra,List,800,0.25,23,10.421,14940
BellmanFord,Matrix,800,0.25,23,307.45,166881
BellmanFord,List,800,0.25,23,314.261,14940
Prim,Matrix,800,0.25,24,162.548,2698
Prim,List,800,0.25,24,11.454,2694
Kruskal,Matrix,800,0.25,24,5.74,2698
Kruskal,List,800,0.25,24,10.338,2694
Dijkstra,Matrix,800,0.25,24,261.694,8319
Dijkstra,List,800,0.25,24,12.27,5268
BellmanFord,Matrix,800,0.25,24,315.015,8319
BellmanFord,List,800,0.25,24,313.231,5268
Prim,Matrix,800,0.25,25,153.055,2782
Prim,List,800,0.25,25,12.183,2399
Kruskal,Matrix,800,0.25,25,5.901,2782
Kruskal,List,800,0.25,25,15.208,2399
Dijkstra,Matrix,800,0.25,25,261.715,11147
Dijkstra,List,800,0.25,25,10.819,23659
BellmanFord,Matrix,800,0.25,25,309.569,11147
BellmanFord,List,800,0.25,25,319.776,23659
Prim,Matrix,800,0.25,26,158.974,2734
Prim,List,800,0.25,26,11.673,2654
Kruskal,Matrix,800,0.25,26,5.891,2734
Kruskal,List,800,0.25,26,9.898,2654
Dijkstra,Matrix,800,0.25,26,256.724,5386
Dijkstra,List,800,0.25,26,9.024,3735
BellmanFord,Matrix,800,0.25,26,323.976,5386
BellmanFord,List,800,0.25,26,317.514,3735
Prim,Matrix,800,0.25,27,152.711,2822
Prim,List,800,0.25,27,11.336,2503
Kruskal,Matrix,800,0.25,27,5.794,2822
Kruskal,List,800,0.25,27,11.148,2503
Dijkstra,Matrix,800,0.25,27,266.084,4221
Dijkstra,List,800,0.25,27,12.209,3926
BellmanFord,Matrix,800,0.25,27,310.736,4221
BellmanFord,List,800,0.25,27,316.111,3926
Prim,Matrix,800,0.25,28,152.305,2615
Prim,List,800,0.25,28,12.758,2602
Kruskal,Matrix,800,0.25,28,5.591,2615
Kruskal,List,800,0.25,28,11.025,2602
Dijkstra,Matrix,800,0.25,28,258.764,1199111
Dijkstra,List,800,0.25,28,9.801,374230
BellmanFord,Matrix,800,0.25,28,306.773,1199111
BellmanFord,List,800,0.25,28,318.424,374230
Prim,Matrix,800,0.25,29,148.348,2257
Prim,List,800,0.25,29,11.382,2937
Kruskal,Matrix,800,0.25,29,5.746,2257
Kruskal,List,800,0.25,29,9.954,2937
Dijkstra,Matrix,800,0.25,29,262.527,3256888
Dijkstra,List,800,0.25,29,11.333,1581128
BellmanFord,Matrix,800,0.25,29,312.666,3256888
BellmanFord,List,800,0.25,29,323.957,1581128
Prim,Matrix,800,0.25,30,155.337,2616
Prim,List,800,0.25,30,14.87,2396
Kruskal,Matrix,800,0.25,30,6.069,2616
Kruskal,List,800,0.25,30,12.915,2396
Dijkstra,Matrix,800,0.25,30,271.426,2589184
Dijkstra,List,800,0.25,30,9.281,4592279
BellmanFord,Matrix,800,0.25,30,304.586,2589184
BellmanFord,List,800,0.25,30,317.693,4592279
Prim,Matrix,800,0.25,31,170.618,2613
Prim,List,800,0.25,31,12.746,2749
Kruskal,Matrix,800,0.25,31,5.724,2613
Kruskal,List,800,0.25,31,11.662,2749
Dijkstra,Matrix,800,0.25,31,261.283,115996
Dijkstra,List,800,0.25,31,11.066,43745
BellmanFord,Matrix,800,0.25,31,309.274,115996
BellmanFord,List,800,0.25,31,318.123,43745
Prim,Matrix,800,0.25,32,149.847,2658
Prim,List,800,0.25,32,12.336,2657
Kruskal,Matrix,800,0.25,32,5.497,2658
Kruskal,List,800,0.25,32,15.844,2657
Dijkstra,Matrix,800,0.25,32,256.069,3983
Dijkstra,List,800,0.25,32,9.13,4847
BellmanFord,Matrix,800,0.25,32,311.385,3983
BellmanFord,List,800,0.25,32,313.241,4847
Prim,Matrix,800,0.25,33,148.864,2757
Prim,List,800,0.25,33,10.509,2448
Kruskal,Matrix,800,0.25,33,5.648,2757
Kruskal,List,800,0.25,33,10.083,2448
Dijkstra,Matrix,800,0.25,33,259.344,721245
Dijkstra,List,800,0.25,33,11.498,2437754
BellmanFord,Matrix,800,0.25,33,312.518,721245
BellmanFord,List,800,0.25,33,314.83,2437754
Prim,Matrix,800,0.25,34,152.652,2536
Prim,List,800,0.25,34,13,2419
Kruskal,Matrix,800,0.25,34,5.604,2536
Kruskal,List,800,0.25,34,10.441,2419
Dijkstra,Matrix,800,0.25,34,257.777,336469
Dijkstra,List,800,0.25,34,11.631,453723
BellmanFord,Matrix,800,0.25,34,309.313,336469
BellmanFord,List,800,0.25,34,318.627,453723
Prim,Matrix,800,0.25,35,160.711,2630
Prim,List,800,0.25,35,13.935,2759
Kruskal,Matrix,800,0.25,35,5.646,2630
Kruskal,List,800,0.25,35,11.161,2759
Dijkstra,Matrix,800,0.25,35,260.59,5999
Dijkstra,List,800,0.25,35,10.7,4846
BellmanFord,Matrix,800,0.25,35,309.046,5999
BellmanFord,List,800,0.25,35,321.825,4846
Prim,Matrix,800,0.25,36,159.658,2504
Prim,List,800,0.25,36,11.915,2819
Kruskal,Matrix,800,0.25,36,5.752,2504
Kruskal,List,800,0.25,36,9.684,2819
Dijkstra,Matrix,800,0.25,36,262.501,4167
Dijkstra,List,800,0.25,36,10.069,4072
BellmanFord,Matrix,800,0.25,36,309.665,4167
BellmanFord,List,800,0.25,36,328.499,4072
Prim,Matrix,800,0.25,37,150.699,2794
Prim,List,800,0.25,37,11.975,2687
Kruskal,Matrix,800,0.25,37,5.896,2794
Kruskal,List,800,0.25,37,10.338,2687
Dijkstra,Matrix,800,0.25,37,258.849,1760331
Dijkstra,List,800,0.25,37,9.503,2417774
BellmanFord,Matrix,800,0.25,37,336.007,1760331
BellmanFord,List,800,0.25,37,318.442,2417774
Prim,Matrix,800,0.25,38,151.513,2890
Prim,List,800,0.25,38,10.806,2723
Kruskal,Matrix,800,0.25,38,5.743,2890
Kruskal,List,800,0.25,38,9.667,2723
Dijkstra,Matrix,800,0.25,38,259.42,6805
Dijkstra,List,800,0.25,38,11.133,4943
BellmanFord,Matrix,800,0.25,38,318.486,6805
BellmanFord,List,800,0.25,38,322.806,4943
Prim,Matrix,800,0.25,39,162.605,2460
Prim,List,800,0.25,39,14.604,2680
Kruskal,Matrix,800,0.25,39,5.603,2460
Kruskal,List,800,0.25,39,14.966,2680
Dijkstra,Matrix,800,0.25,39,261.66,6616915
Dijkstra,List,800,0.25,39,9.962,5995745
BellmanFord,Matrix,800,0.25,39,298.263,6616915
BellmanFord,List,800,0.25,39,303.248,5995745
Prim,Matrix,800,0.25,40,151.053,2655
Prim,List,800,0.25,40,12.534,2535
Kruskal,Matrix,800,0.25,40,5.608,2655
Kruskal,List,800,0.25,40,10.961,2535
Dijkstra,Matrix,800,0.25,40,256.243,15095
Dijkstra,List,800,0.25,40,13.019,25179
BellmanFord,Matrix,800,0.25,40,315.944,15095
BellmanFord,List,800,0.25,40,327.488,25179
Prim,Matrix,800,0.25,41,155.3,2465
Prim,List,800,0.25,41,11.841,2599
Kruskal,Matrix,800,0.25,41,6.017,2465
Kruskal,List,800,0.25,41,14.659,2599
Dijkstra,Matrix,800,0.25,41,261.348,911291
Dijkstra,List,800,0.25,41,12.966,26505
BellmanFord,Matrix,800,0.25,41,314.586,911291
BellmanFord,List,800,0.25,41,335.922,26505
Prim,Matrix,800,0.25,42,191.543,2914
Prim,List,800,0.25,42,10.586,2625
Kruskal,Matrix,800,0.25,42,6.17,2914
Kruskal,List,800,0.25,42,15.829,2625
Dijkstra,Matrix,800,0.25,42,265.322,346220
Dijkstra,List,800,0.25,42,10.766,45775
BellmanFord,Matrix,800,0.25,42,316.873,346220
BellmanFord,List,800,0.25,42,326.083,45775
Prim,Matrix,800,0.25,43,151.809,2902
Prim,List,800,0.25,43,10.551,2466
Kruskal,Matrix,800,0.25,43,5.898,2902
Kruskal,List,800,0.25,43,9.859,2466
Dijkstra,Matrix,800,0.25,43,261.344,284868
Dijkstra,List,800,0.25,43,12.119,120765
BellmanFord,Matrix,800,0.25,43,320.216,284868
BellmanFord,List,800,0.25,43,325.324,120765
Prim,Matrix,800,0.25,44,155.091,2897
Prim,List,800,0.25,44,11.535,2578
Kruskal,Matrix,800,0.25,44,5.847,2897
Kruskal,List,800,0.25,44,10.802,2578
Dijkstra,Matrix,800,0.25,44,258.91,18553
Dijkstra,List,800,0.25,44,10.081,6785
BellmanFord,Matrix,800,0.25,44,314.992,18553
BellmanFord,List,800,0.25,44,318.53,6785
Prim,Matrix,800,0.25,45,155.494,3085
Prim,List,800,0.25,45,11.623,2742
Kruskal,Matrix,800,0.25,45,5.642,3085
Kruskal,List,800,0.25,45,9.355,2742
Dijkstra,Matrix,800,0.25,45,260.755,3782
Dijkstra,List,800,0.25,45,9.682,3583
BellmanFord,Matrix,800,0.25,45,315.454,3782
BellmanFord,List,800,0.25,45,314.331,3583
Prim,Matrix,800,0.25,46,152.614,2615
Prim,List,800,0.25,46,11.416,2467
Kruskal,Matrix,800,0.25,46,6.332,2615
Kruskal,List,800,0.25,46,15.648,2467
Dijkstra,Matrix,800,0.25,46,257.944,101224
Dijkstra,List,800,0.25,46,9.689,1379555
BellmanFord,Matrix,800,0.25,46,324.912,101224
BellmanFord,List,800,0.25,46,315.531,1379555
Prim,Matrix,800,0.25,47,154.214,2468
Prim,List,800,0.25,47,14.278,2482
Kruskal,Matrix,800,0.25,47,5.846,2468
Kruskal,List,800,0.25,47,10.709,2482
Dijkstra,Matrix,800,0.25,47,256.529,3988
Dijkstra,List,800,0.25,47,12.7,4168
BellmanFord,Matrix,800,0.25,47,324.055,3988
BellmanFord,List,800,0.25,47,317.455,4168
Prim,Matrix,800,0.25,48,149.723,2913
Prim,List,800,0.25,48,10.867,2681
Kruskal,Matrix,800,0.25,48,6.143,2913
Kruskal,List,800,0.25,48,10.742,2681
Dijkstra,Matrix,800,0.25,48,265.897,5617136
Dijkstra,List,800,0.25,48,10.202,5686060
BellmanFord,Matrix,800,0.25,48,296.089,5617136
BellmanFord,List,800,0.25,48,303.945,5686060
Prim,Matrix,800,0.25,49,163.512,2536
Prim,List,800,0.25,49,12.626,2807
Kruskal,Matrix,800,0.25,49,5.979,2536
Kruskal,List,800,0.25,49,13.041,2807
Dijkstra,Matrix,800,0.25,49,258.612,3838
Dijkstra,List,800,0.25,49,8.923,4099
BellmanFord,Matrix,800,0.25,49,314.255,3838
BellmanFord,List,800,0.25,49,318.411,4099
Prim,Matrix,800,0.5,0,311.743,1459
Prim,List,800,0.5,0,26.491,1338
Kruskal,Matrix,800,0.5,0,12.077,1459
Kruskal,List,800,0.5,0,24.898,1338
Dijkstra,Matrix,800,0.5,0,525.926,3256
Dijkstra,List,800,0.5,0,26.454,3687
BellmanFord,Matrix,800,0.5,0,639.816,3256
BellmanFord,List,800,0.5,0,639.948,3687
Prim,Matrix,800,0.5,1,328.014,1447
Prim,List,800,0.5,1,29.254,1248
Kruskal,Matrix,800,0.5,1,12.013,1447
Kruskal,List,800,0.5,1,27.041,1248
Dijkstra,Matrix,800,0.5,1,537.441,3601
Dijkstra,List,800,0.5,1,23.996,3031
BellmanFord,Matrix,800,0.5,1,655.194,3601
BellmanFord,List,800,0.5,1,645.896,3031
Prim,Matrix,800,0.5,2,315.691,1332
Prim,List,800,0.5,2,31.7,1218
Kruskal,Matrix,800,0.5,2,12.001,1332
Kruskal,List,800,0.5,2,37.721,1218
Dijkstra,Matrix,800,0.5,2,523.038,4451
Dijkstra,List,800,0.5,2,23.251,4800
BellmanFord,Matrix,800,0.5,2,638.191,4451
BellmanFord,List,800,0.5,2,637.265,4800
Prim,Matrix,800,0.5,3,315.982,1256
Prim,List,800,0.5,3,29.355,1201
Kruskal,Matrix,800,0.5,3,12.665,1256
Kruskal,List,800,0.5,3,26.536,1201
Dijkstra,Matrix,800,0.5,3,527.564,3694
Dijkstra,List,800,0.5,3,22.461,3035
BellmanFord,Matrix,800,0.5,3,644.9,3694
BellmanFord,List,800,0.5,3,641.053,3035
Prim,Matrix,800,0.5,4,329.867,1261
Prim,List,800,0.5,4,29.494,1413
Kruskal,Matrix,800,0.5,4,12.193,1261
Kruskal,List,800,0.5,4,25.205,1413
Dijkstra,Matrix,800,0.5,4,527.443,3607
Dijkstra,List,800,0.5,4,24.85,3246
BellmanFord,Matrix,800,0.5,4,641.997,3607
BellmanFord,List,800,0.5,4,653.209,3246
Prim,Matrix,800,0.5,5,336.321,1540
Prim,List,800,0.5,5,31.168,1266
Kruskal,Matrix,800,0.5,5,12.637,1540
Kruskal,List,800,0.5,5,25.137,1266
Dijkstra,Matrix,800,0.5,5,543.088,3345
Dijkstra,List,800,0.5,5,22.724,3560
BellmanFord,Matrix,800,0.5,5,630.214,3345
BellmanFord,List,800,0.5,5,679.303,3560
Prim,Matrix,800,0.5,6,370.869,1183
Prim,List,800,0.5,6,28.201,1276
Kruskal,Matrix,800,0.5,6,12.207,1183
Kruskal,List,800,0.5,6,31.728,1276
Dijkstra,Matrix,800,0.5,6,555.41,3514
Dijkstra,List,800,0.5,6,24.28,3488
BellmanFord,Matrix,800,0.5,6,644.127,3514
BellmanFord,List,800,0.5,6,658.107,3488
Prim,Matrix,800,0.5,7,378.525,1201
Prim,List,800,0.5,7,35.554,1292
Kruskal,Matrix,800,0.5,7,12.233,1201
Kruskal,List,800,0.5,7,40.022,1292
Dijkstra,Matrix,800,0.5,7,534.024,81488
Dijkstra,List,800,0.5,7,27.195,441595
BellmanFord,Matrix,800,0.5,7,653.147,81488
BellmanFord,List,800,0.5,7,705.184,441595
Prim,Matrix,800,0.5,8,337.123,1274
Prim,List,800,0.5,8,33.208,1314
Kruskal,Matrix,800,0.5,8,12.24,1274
Kruskal,List,800,0.5,8,28.337,1314
Dijkstra,Matrix,800,0.5,8,536.988,3205
Dijkstra,List,800,0.5,8,25.804,3399
BellmanFord,Matrix,800,0.5,8,656.905,3205
BellmanFord,List,800,0.5,8,654.889,3399
Prim,Matrix,800,0.5,9,332.89,1304
Prim,List,800,0.5,9,31.858,1273
Kruskal,Matrix,800,0.5,9,11.866,1304
Kruskal,List,800,0.5,9,26.887,1273
Dijkstra,Matrix,800,0.5,9,549.892,3216
Dijkstra,List,800,0.5,9,27.244,3215
BellmanFord,Matrix,800,0.5,9,646.987,3216
